date,kor,usa,jpn,uk
2017-04-26,0.48,0.61,1.08,0.15
2017-04-27,0.2,-0.05,1.1,0.18
2017-04-28,-0.05,0.06,-0.19,-0.71
2017-05-02,0.85,-0.19,-0.29,-0.46
2017-05-04,0.97,0.12,0.7,0.64
2017-05-08,2.53,0.06,,0.19
2017-05-10,-1.22,0,0.84,0.05
2017-05-11,1.2,0.11,0.29,0.59
2017-05-12,-0.5,-0.22,0.31,0.02
2017-05-15,0.21,-0.15,-0.39,0.66
2017-05-16,0.27,0.48,-0.07,0.26
2017-05-17,-0.11,-0.07,0.25,0.91
2017-05-18,-0.29,-1.82,-0.53,-0.25
2017-05-19,-0.13,0.37,-1.32,-0.89
2017-05-22,0.86,0.68,0.19,0.46
2017-05-23,0.24,0.52,0.02,0.34
2017-05-24,0.12,0.18,-0.33,-0.15
2017-05-25,1.16,0.25,0.66,0.4
2017-05-26,0.57,0.44,0.36,0.04
2017-05-29,-0.14,0.03,-0.64,0.4
2017-05-30,-0.63,,-0.02,
2017-05-31,0.03,-0.12,-0.02,-0.28
2017-06-01,-0.21,-0.05,-0.14,-0.09
2017-06-02,1.25,0.76,1.07,0.32
2017-06-05,-0.16,0.37,1.6,0.05
2017-06-07,-0.54,-0.12,0.24,-0.29
2017-06-08,0.19,0.16,0.02,-0.62
2017-06-09,1.02,0.03,-0.38,-0.38
2017-06-12,-1.01,-0.08,0.52,1.04
2017-06-13,0.58,-0.1,-0.04,-0.21
2017-06-14,-0.02,0.45,-0.05,-0.15
2017-06-15,-0.41,-0.1,-0.08,-0.35
2017-06-16,0.03,-0.22,-0.26,-0.74
2017-06-19,0.59,0.03,0.56,0.6
2017-06-20,0.23,0.83,0.51,0.81
2017-06-21,-0.58,-0.67,0.81,-0.68
2017-06-22,0.63,-0.06,-0.45,-0.33
2017-06-23,0.26,-0.05,-0.14,-0.11
2017-06-26,0.53,0.16,0.11,-0.2
2017-06-27,0.07,0.03,0.18,0.31
2017-06-28,-0.41,-0.81,0.36,-0.17
2017-06-29,0.55,0.88,-0.47,-0.63
2017-06-30,-0.26,-0.86,0.45,-0.51
2017-07-03,0.2,0.15,-0.92,-0.51
2017-07-04,-0.62,0.23,0.06,0.88
2017-07-05,0.42,,-0.12,-0.27
2017-07-06,0.04,0.15,0.25,0.14
2017-07-07,-0.39,-0.94,-0.44,-0.41
2017-07-10,0.26,0.64,-0.32,0.19
2017-07-11,0.68,0.09,0.76,0.26
2017-07-12,0,-0.08,0.57,-0.55
2017-07-13,0.88,0.73,-0.48,1.19
2017-07-14,0.32,0.19,0.01,-0.05
2017-07-17,0.37,0.47,0.09,-0.47
2017-07-18,0.04,-0.01,,0.35
2017-07-19,0.08,0.06,-0.59,-0.19
2017-07-20,0.53,0.54,0.1,0.55
2017-07-21,0.37,-0.02,0.62,0.77
2017-07-24,0.07,-0.04,-0.22,-0.47
2017-07-25,-0.58,-0.11,0.03,-1.01
2017-07-26,-0.22,0.29,-0.1,0.77
2017-07-27,0.33,0.03,0.48,0.24
2017-07-28,-1.99,-0.1,0.15,-0.12
2017-07-31,0.15,-0.13,-0.6,-1
2017-08-01,0.78,-0.07,-0.14,0.05
2017-08-02,0.21,0.24,0.3,0.7
2017-08-03,-1.7,0.05,0.47,-0.16
2017-08-04,0.37,-0.22,-0.25,0.85
2017-08-07,0.16,0.19,-0.38,0.49
2017-08-08,-0.18,0.16,-0.07,0.27
2017-08-09,-1.24,-0.24,-0.3,0.14
2017-08-10,-0.37,-0.04,-1.29,-0.59
2017-08-11,-1.83,-1.45,-0.05,-1.44
2017-08-14,0.73,0.13,,-1.08
2017-08-16,0.73,1,-0.1,0.6
2017-08-17,0.61,0.14,-0.12,0.67
2017-08-18,-0.2,-1.54,-0.14,-0.61
2017-08-21,-0.08,-0.18,-1.18,-0.86
2017-08-22,0.39,0.12,-0.6,-0.07
2017-08-23,0.12,0.99,-0.05,0.86
2017-08-24,0.33,-0.35,0.26,0.01
2017-08-25,0.15,-0.21,-0.42,0.33
2017-08-28,-0.54,0.17,0.51,-0.08
2017-08-29,-0.29,0.05,-0.18,
2017-08-30,0.33,0.08,-0.45,-0.87
2017-08-31,-0.44,0.46,0.74,0.38
2017-09-01,-0.16,0.57,0.72,0.89
2017-09-04,-1.17,0.2,0.23,0.11
2017-09-05,-0.04,,-0.48,-0.36
2017-09-06,-0.29,-0.76,-0.63,-0.52
2017-09-07,1.25,0.31,-0.14,-0.25
2017-09-08,0.15,-0.02,0.2,0.58
2017-09-11,0.78,-0.15,-0.63,-0.26
2017-09-12,0.19,1.08,0.57,0.49
2017-09-13,-0.14,0.34,1.18,-0.17
2017-09-14,0.81,0.08,0.45,-0.28
2017-09-15,0.37,-0.11,-0.29,-1.14
2017-09-18,1.67,0.18,0.52,-1.1
2017-09-19,-0.13,0.15,,0.52
2017-09-20,-0.01,0.11,1.96,0.3
2017-09-21,-0.07,0.06,0.05,-0.05
2017-09-22,-0.48,-0.3,0.18,-0.11
2017-09-25,-0.1,0.06,-0.25,0.64
2017-09-26,-0.67,-0.22,-0.15,-0.13
2017-09-27,-0.15,0.01,-0.33,-0.21
2017-09-28,0.01,0.41,-0.31,0.38
2017-09-29,0.77,0.12,0.47,0.13
2017-10-10,1.97,0.37,-0.03,0.68
2017-10-11,1.13,0.23,0.64,0.4
2017-10-12,0.61,0.18,0.28,-0.06
2017-10-13,-0.23,-0.17,0.35,0.3
2017-10-16,0.14,0.09,0.96,-0.28
2017-10-17,0.21,0.18,0.1,-0.11
2017-10-18,-0.03,0.07,0.38,-0.14
2017-10-19,-0.59,0.07,0.13,0.36
2017-10-20,0.74,0.03,0.4,-0.26
2017-10-23,0.17,0.51,0.04,0
2017-10-24,-0.15,-0.4,-0.19,0.02
2017-10-25,0.11,0.16,0.5,0.03
2017-10-26,-0.7,-0.47,-0.45,-1.05
2017-10-27,0.69,0.13,0.15,0.53
2017-10-30,0.35,0.81,1.24,0.25
2017-10-31,0.97,-0.32,-0.2,-0.23
2017-11-01,1.56,0.09,0,0.07
2017-11-02,-0.36,0.16,1.86,-0.07
2017-11-03,0.39,0.02,0.53,0.9
2017-11-06,-0.42,0.31,,0.07
2017-11-07,-0.19,0.13,0.04,0.03
2017-11-08,0.31,-0.02,1.73,-0.65
2017-11-09,-0.2,0.14,-0.1,0.22
2017-11-10,-0.35,-0.38,-0.2,-0.61
2017-11-13,-0.49,-0.09,-0.82,-0.68
2017-11-14,-0.21,0.1,-1.32,-0.24
2017-11-15,-0.43,-0.23,0,-0.01
2017-11-16,0.66,-0.55,-1.57,-0.56
2017-11-17,-0.05,0.82,1.47,0.19
2017-11-20,-0.38,-0.26,0.2,-0.08
2017-11-21,0.18,0.13,-0.6,0.12
2017-11-22,0.59,0.65,0.7,0.3
2017-11-23,-0.29,-0.08,0.48,0.1
2017-11-24,0.28,,,-0.02
2017-11-27,-1.76,0.21,0.12,-0.1
2017-11-28,0.44,-0.04,-0.24,-0.35
2017-11-29,-0.09,0.98,-0.04,1.04
2017-11-30,-1.64,-0.04,0.49,-0.9
2017-12-01,-0.14,0.82,0.57,-0.9
2017-12-04,1.23,-0.2,0.41,-0.36
2017-12-05,0.26,-0.11,-0.49,0.53
2017-12-06,-1.54,-0.37,-0.37,-0.16
2017-12-07,-0.29,-0.01,-1.97,0.28
2017-12-08,0.34,0.29,1.45,-0.37
2017-12-11,0.13,0.55,1.39,1
2017-12-12,-0.31,0.32,0.56,0.8
2017-12-13,0.65,0.15,-0.32,0.63
2017-12-14,-0.44,-0.05,-0.47,-0.05
2017-12-15,0.46,-0.41,-0.28,-0.65
2017-12-18,0.11,0.9,-0.62,0.57
2017-12-19,0.05,0.54,1.55,0.62
2017-12-20,-0.3,-0.32,-0.15,0.09
2017-12-21,-1.86,-0.08,0.1,-0.25
2017-12-22,0.47,0.2,-0.11,1.05
2017-12-26,-0.72,-0.05,0.16,-0.15
2017-12-27,0.43,-0.11,-0.2,
2017-12-28,1.4,0.08,0.08,0.37
,,0.18,-0.56,0.03
